id,date_found,source,type,montana_specific,national_eligible_for_MT,title,description_short,company_or_agency,deadline,proof_required,url_info,url_claim,status,priority_for_user,date_added,category,money_speed,difficulty,proof_simple,state
OPENCLASSACTIONS_00056,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,300K Honda and Acura Vehicle Recall,300K Honda and Acura Vehicle Recall Deadline: Pending Without Proof: N/A With Proof: Reimbursement Submit Claim,,,easy,https://openclassactions.com/settlements/honda-recall-2025.php,https://openclassactions.com/settlements/honda-recall-2025.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00057,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$8.5 Million Mitsubishi Airbag Class Action,"$8.5 Million Mitsubishi Airbag Class Action Settlement Deadline: May 8, 2026 Without Proof: N/A With Proof: Varies Submit Claim",,5/8/2026,easy,https://openclassactions.com/settlements/mitsubishi-airbag-control-unit-settlement.php,https://openclassactions.com/settlements/mitsubishi-airbag-control-unit-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00058,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$78.5 Million Toyota Airbag Class Action,"$78.5 Million Toyota Airbag Class Action Settlement Deadline: December 16, 2026 Without Proof: N/A With Proof: Varies Submit Claim",,12/16/2026,easy,https://openclassactions.com/settlements/toyota-airbag-class-action.php,https://openclassactions.com/settlements/toyota-airbag-class-action.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00059,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$1.5M Traeger Wood Pellets Class Action,"$1.5M Traeger Wood Pellets Class Action Settlement Deadline: July 30, 2026 Without Proof: $3.00 With Proof: N/A Submit Claim",,7/30/2026,easy,https://openclassactions.com/settlements/traeger-wood-pellet-class-action-settlement.php,https://openclassactions.com/settlements/traeger-wood-pellet-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00060,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$4.5M Hearthside Illinois Child Labor Settlement,"$4.5M Hearthside Illinois Child Labor Settlement Deadline: November 20, 2026 Without Proof: N/A With Proof: Varies Submit Claim",,11/20/2026,easy,https://openclassactions.com/settlements/hearthside-illinois-child-labor-assurance.php,https://openclassactions.com/settlements/hearthside-illinois-child-labor-assurance.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00061,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,TBJ Drywall and Taping Unpaid Wages Illinois Settlement,"TBJ Drywall and Taping Unpaid Wages Illinois Settlement Deadline: January 11, 2028 Without Proof: N/A With Proof: Varies Submit Claim",,1/11/2028,easy,https://openclassactions.com/settlements/tbj-drywall-and-taping-unpaid-salary-settlement.php,https://openclassactions.com/settlements/tbj-drywall-and-taping-unpaid-salary-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00062,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,Sanyo Solar Panels Class Action,"Sanyo Solar Panels Class Action Settlement Deadline: December 31, 2029 Without Proof: N/A With Proof: $700 Per Panel Submit Claim",,12/31/2029,easy,https://openclassactions.com/settlements/sanyo-solar-panel-class-action-settlement.php,https://openclassactions.com/settlements/sanyo-solar-panel-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00063,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,Dodge Grand Caravan Sliding Door Class Action,Dodge Grand Caravan Sliding Door Class Action Settlement Deadline: Pending Without Proof: N/A With Proof: Reimbursement Submit Claim,,,easy,https://openclassactions.com/settlements/dodge-sliding-door-latch-settlement.php,https://openclassactions.com/settlements/dodge-sliding-door-latch-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00064,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$7M Alamo Drafthouse Ticket Fees Class Action,"$7M Alamo Drafthouse Ticket Fees Class Action Settlement Deadline: December 22, 2025 Without Proof: Varies With Proof: Varies Submit Claim",,12/22/2025,easy,https://openclassactions.com/settlements/alamo-drafthouse-ticket-fees-class-action-settlement.php,https://openclassactions.com/settlements/alamo-drafthouse-ticket-fees-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00065,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$60M United® Southwest® Delta® American Airlines®,$60M United® Southwest® Delta® American Airlines® Deadline: Pending Without Proof: N/A With Proof: Varies Submit Claim,,,easy,https://openclassactions.com/settlement_airline.php,https://openclassactions.com/settlement_airline.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00066,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$30M YouTube Child Privacy Class Action,$30M YouTube Child Privacy Class Action Settlement Deadline: Pending Without Proof: Pending With Proof: Pending Submit Claim,,,easy,https://openclassactions.com/settlements/youtube-privacy-settlement.php,https://openclassactions.com/settlements/youtube-privacy-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00067,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,BowFlex Adjustable Dumbbells Recall,"BowFlex Adjustable Dumbbells Recall Deadline: Varies Without Proof: N/A With Proof: Refund, Voucher, Fitness Membership Submit Claim",,,easy,https://openclassactions.com/recalls/bowflex-dumbbell-recall.php,https://openclassactions.com/recalls/bowflex-dumbbell-recall.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00068,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,Toyota Bluetooth Echo Hands-Free Class Action,Toyota Bluetooth Echo Hands-Free Class Action Settlement Deadline: Pending Without Proof: N/A With Proof: N/A Submit Claim,,,easy,https://openclassactions.com/settlements/toyota-bluetooth-echo-settlement.php,https://openclassactions.com/settlements/toyota-bluetooth-echo-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00069,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$10M Veterans Affairs Underpayment Class Action,"$10M Veterans Affairs Underpayment Class Action Settlement Deadline: Dec 22, 2025 Without Proof: N/A With Proof: Back Pay + Interest Submit Claim",,12/22/2025,easy,https://openclassactions.com/settlements/va-nurses-premium-pay-class-action-lawsuit.php,https://openclassactions.com/settlements/va-nurses-premium-pay-class-action-lawsuit.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00070,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$582 Million Generic Drugs End-Payer and AG Consumer Settlement,$582 Million Generic Drugs End-Payer and AG Consumer Settlements Deadline: Pending Without Proof: Pending With Proof: Pending Submit Claim,,,easy,https://openclassactions.com/settlements/generic-drugs-end-payer-settlement.php,https://openclassactions.com/settlements/generic-drugs-end-payer-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00071,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,Plainridge Park Casino $4.175M Rewards Card Class Action,Plainridge Park Casino $4.175M Rewards Card Class Action Settlement Status: Final Approval Pending Without Proof: N/A With Proof: $4.175M Total Submit Claim,,,easy,https://openclassactions.com/settlements/plainridge-park-casino-class-action-settlement.php,https://openclassactions.com/settlements/plainridge-park-casino-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00072,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$2.67M BCBS Class Action,$2.67M BCBS Class Action Settlement Status: Payments Pending Without Proof: N/A With Proof: Varies Submit Claim,,,easy,https://openclassactions.com/settlements/change-healthcare-blue-cross-blue-shield-robo-calls-class-action.php,https://openclassactions.com/settlements/change-healthcare-blue-cross-blue-shield-robo-calls-class-action.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00073,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,Hanes Underwear Class Action,Hanes Underwear Class Action Settlement Deadline: Passed Without Proof: $35+ With Proof: Varies Submit Claim,,,easy,https://openclassactions.com/settlements/hanebrands-data-breach-settlement.php,https://openclassactions.com/settlements/hanebrands-data-breach-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00074,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$4.5M Criterion Channel Privacy Class Action,$4.5M Criterion Channel Privacy Class Action Settlement Deadline: Passed Without Proof: N/A With Proof: Varies Submit Claim,,,easy,https://openclassactions.com/settlements/criterion-channel-privacy-settlement.php,https://openclassactions.com/settlements/criterion-channel-privacy-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00075,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$5.5 Billion Visa® And Mastercard® Fees Class Action,"$5.5 Billion Visa® And Mastercard® Fees Class Action Settlement Deadline: February 4, 2025 (Passed) Without Proof: N/A With Proof: Varies Submit Claim",,2/4/2025,easy,https://openclassactions.com/settlements/visa-mastercard-fees-class-action.php,https://openclassactions.com/settlements/visa-mastercard-fees-class-action.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00076,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$6M Zicam Cold Medicine False Advertising Settlement,$6M Zicam Cold Medicine False Advertising Settlement Deadline: Passed Without Proof: $5.00 With Proof: $30.00 Submit Claim,,,easy,https://openclassactions.com/settlements/zicam-cold-medicine-false-advertising-class-action.php,https://openclassactions.com/settlements/zicam-cold-medicine-false-advertising-class-action.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00077,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$13.9M Gasoline Prices Class Action,"$13.9M Gasoline Prices Class Action Non-California Residents Deadline: Passed Without Proof: N/A With Proof: $3.00 - $1,161.09 Submit Claim",,,easy,https://openclassactions.com/settlements/california-gasoline-spot-market-antitrust-settlement.php,https://openclassactions.com/settlements/california-gasoline-spot-market-antitrust-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00078,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$27.5M Thomson Reuters Privacy Class Action,$27.5M Thomson Reuters Privacy Class Action Settlement Deadline: Passed Without Proof: $19 - $48 With Proof: N/A Submit Claim,,,easy,https://openclassactions.com/settlements/thomson-reuters-clear-privacy-class-action-settlement.php,https://openclassactions.com/settlements/thomson-reuters-clear-privacy-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00079,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$8.85M Breyers Vanilla Ice Cream Class Action,$8.85M Breyers Vanilla Ice Cream Class Action Settlement Deadline: Passed Without Proof: $8.00 With Proof: No Limit Submit Claim,,,easy,https://openclassactions.com/settlements/vanilla-ice-cream-class-action-settlement.php,https://openclassactions.com/settlements/vanilla-ice-cream-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00080,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$3.1M Boar's Head Meat Recall Class Action,$3.1M Boar's Head Meat Recall Class Action Settlement Deadline: Passed Without Proof: Refund With Proof: Refund Submit Claim,,,easy,https://openclassactions.com/settlements/boars-head-meat-recall-class-action-settlement.php,https://openclassactions.com/settlements/boars-head-meat-recall-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00081,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$21M Arthur J. Gallagher & Co. Data Breach Class Action,"$21M Arthur J. Gallagher & Co. Data Breach Class Action Deadline: Passed Without Proof: N/A With Proof: Up to $6,000 Submit Claim",,,easy,https://openclassactions.com/settlements/arthur-j-gallagher-data-breach-settlement.php,https://openclassactions.com/settlements/arthur-j-gallagher-data-breach-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00082,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$850K IGK Dry Shampoo Class Action,$850K IGK Dry Shampoo Class Action Settlement Deadline: Passed Without Proof: $4.00 - $20.00 With Proof: N/A Submit Claim,,,easy,https://openclassactions.com/settlements/dry-shampoo-benzene-2024-class-action-settlement.php,https://openclassactions.com/settlements/dry-shampoo-benzene-2024-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00083,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$152.2M Tuna Class Action,"$152.2M Tuna Class Action Settlement Deadline: December 31, 2024 (Passed) Without Proof: $24.50 With Proof: N/A Submit Claim",,12/31/2024,easy,https://openclassactions.com/settlements/tuna-class-action-settlement.php,https://openclassactions.com/settlements/tuna-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00084,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$35 Million Apple Gift Card Scam Class Action,$35 Million Apple Gift Card Scam Class Action Settlement Deadline: Passed Without Proof: N/A With Proof: Varies Submit Claim,,,easy,https://openclassactions.com/settlements/apple-app-store-itunes-gift-card-class-action-settlement.php,https://openclassactions.com/settlements/apple-app-store-itunes-gift-card-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00085,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$19M Fisher-Price Rock 'n Play Sleeper Recall Class Action,$19M Fisher-Price Rock 'n Play Sleeper Recall Class Action Deadline: Passed Without Proof: $10.00+ With Proof: Full Refund Submit Claim,,,easy,https://openclassactions.com/settlements/fisher-price-rock-n-play-sleeper-class-action-settlement.php,https://openclassactions.com/settlements/fisher-price-rock-n-play-sleeper-class-action-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
OPENCLASSACTIONS_00086,12/1/2025,OPENCLASSACTIONS,money_opportunity,no,yes,$7.5M Beyond Meat False Advertising Class Action,$7.5M Beyond Meat False Advertising Class Action Settlement Deadline: Passed Without Proof: Up to $10.00 With Proof: Unlimited Submit Claim,,,easy,https://openclassactions.com/settlements/beyond-meat-false-advertising-too-much-protein-settlement.php,https://openclassactions.com/settlements/beyond-meat-false-advertising-too-much-protein-settlement.php,open,high,12/1/2025,Legal settlements & enforcement,Slow,Medium,Light,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Epicure-US-Inc_SEC-2022-25,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,06/17/2022 - SEC 2022-25,"legal action. Case Proposed Agency Action Against Epicure US, Inc.. SEC 2022-25.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Jewels-by-Park-Lane-Inc-d-b-a-Park-Lane-Jewelry_SEC-2022-137,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,05/06/2022 - SEC 2022-137,"legal action. Case Proposed Agency Action Against Jewels by Park Lane, Inc d/b/a Park Lane Jewelry. SEC 2022-137.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Lilla-Rose-Inc_SEC-2022-80,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,05/06/2022 - SEC 2022-80,legal action. Case Proposed Agency Action Against Lilla Rose Inc.. SEC 2022-80.,Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_LimeLife-USA-LLC-A-Deleware-Corporation_SEC-2022-00075,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,04/14/2022 - SEC-2022-00075,"legal action. Case LimeLife USA LLC, A Deleware Corporation. SEC-2022-00075.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Anovite-Inc_SEC-2022-95,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,04/08/2022 - SEC 2022-95,legal action. Case Proposed Agency Action Against Anovite Inc.. SEC 2022-95.,Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Jump-to-Health-Inc_SEC-2022-40,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,04/06/2022 - SEC 2022-40,"legal action. Case Proposed Agency Action Against Jump to Health, Inc.. SEC 2022-40.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Topanga-Scents-Inc_SEC-2022-26,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,04/06/2022 - SEC 2022-26,"legal action. Case Proposed Agency Action Against Topanga Scents, Inc.. SEC 2022-26.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Nulife-Sciences-Inc_SEC-2022-135,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,04/06/2022 - SEC 2022-135,"legal action. Case Proposed Agency Action Against Nulife Sciences, Inc.. SEC 2022-135.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_TMTE-INC-AKA-Chase-Metals-com-Metals-com-Chase-Metals-LLC-Chase-Metals-INC-Barrick-Capital_SEC-2019-93,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,04/30/2021 - SEC-2019-93,"legal action. Case TMTE, INC., AKA Chase Metals.com, Metals.com, Chase Metals, LLC, Chase Metals, INC., Barrick Capital. SEC-2019-93.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-LLR-Inc-d-b-a-Lularoe_SEC-2022-60,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,03/15/2022 - SEC 2022-60,"legal action. Case Proposed Agency Action Against LLR, Inc d/b/a Lularoe. SEC 2022-60.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_WebCE-Inc_INS-2022-00279,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/16/2022 - INS-2022-00279,"legal action. Case WebCE, Inc.. INS-2022-00279.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_SBM-Ventures-LLC-dba-Tech-1-LLC_INS-2022-00301,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/01/2022 - INS-2022-00301,"legal action. Case SBM Ventures LLC, dba Tech 1 LLC. INS-2022-00301.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Alec-Spensieri-Montana-Insurance-Producer-License-No-3001012322-National-Producer-License-17962343_INS-2022-00166,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/08/2022 - INS-2022-00166,"legal action. Case Alec Spensieri, Montana Insurance Producer License No. 3001012322, National Producer License 17962343. INS-2022-00166.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_ASAP-Spensieri-Inc-aka-Bail-City-Bonds-MT-Bail-Bonds-ASAP-Bail-Bonds-Alec-Spensieri-Agency_INS-2022-00166,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/08/2022 - INS-2022-00166,"legal action. Case ASAP Spensieri, Inc., aka Bail City Bonds, MT Bail Bonds, ASAP Bail Bonds, Alec Spensieri Agency. INS-2022-00166.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Harley-Lane-Wildman_INS-2022-00093,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/15/2022 - INS-2022-00093,legal action. Case Harley Lane Wildman. INS-2022-00093.,Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Hail-Repair-A1-LLC-dba-A-1-Hail-Repair-LLC_INS-2022-00296,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/15/2022 - INS-2022-00296,"legal action. Case Hail Repair A1 LLC, dba A 1 Hail Repair LLC. INS-2022-00296.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Dent-Source-LLC_INS-2022-00294,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/15/2022 - INS-2022-00294,"legal action. Case Dent Source, LLC. INS-2022-00294.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_National-Dent-Busters-dba-National-Paintless-Dent-Repair_INS-2022-00295,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/15/2022 - INS-2022-00295,"legal action. Case National Dent Busters, dba National Paintless Dent Repair. INS-2022-00295.",Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Shawn-Garrette-Pocha_INS-2022-196,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/19/2022 - INS-2022-196,legal action. Case Proposed Agency Action Against Shawn Garrette Pocha. INS-2022-196.,Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_CSI_LEGAL_Proposed-Agency-Action-Against-Ashley-Marie-Limberhand_INS-2022-234,2025-11-16,MT_CSI_LEGAL,rights_or_services,yes,no,09/19/2022 - INS-2022-234,legal action. Case Proposed Agency Action Against Ashley Marie Limberhand. INS-2022-234.,Montana Commissioner of Securities and Insurance,,unknown,,,open,medium,2025-11-16,Legal settlements & enforcement,Slow,Hard,Unknown,MT
MT_DOR_PROGRAMS_PROPERTY_TAX_REBATE,2025-12-01,MT_DOR_PROGRAMS,tax_rebate,yes,no,Property Tax Rebate,"The Property Tax Rebate Application Period ended on October 1, 2025.",Montana Department of Revenue,,medium,https://revenue.mt.gov/taxes/property-tax-rebate/,https://getmyrebate.mt.gov/,open,high,2025-12-01,Tax & property relief,Medium,Medium,Normal,MT
MT_DOR_PROGRAMS_PTAP,2025-12-01,MT_DOR_PROGRAMS,property_tax_relief,yes,no,Property Tax Assistance Program (PTAP),The Property Tax Assistance Program (PTAP) helps citizens on a fixed or limited income by reducing the property tax rate on their home.,Montana Department of Revenue,,medium,https://revenue.mt.gov/property/property-tax-help/ptap,https://revenue.mt.gov/publications/property-tax-assistance-program-application-form-ptap,open,high,2025-12-01,Tax & property relief,Medium,Medium,Normal,MT
MT_DOR_PROGRAMS_MDV,2025-12-01,MT_DOR_PROGRAMS,property_tax_relief,yes,no,Montana Disabled Veteran Assistance Program (MDV),The Montana Disabled Veterans (MDV) Assistance Program helps disabled veterans or their unmarried surviving spouse by reducing the property tax rate on their home. The veteran must have 100% disability from an injury related to service.,Montana Department of Revenue,,medium,https://revenue.mt.gov/property/property-tax-help/mdv,https://revenue.mt.gov/publications/disabled-veteran-property-tax-relief,open,high,2025-12-01,Tax & property relief,Medium,Medium,Normal,MT
MT_DOR_PROGRAMS_ELDERLY_HR_CREDIT,2025-12-01,MT_DOR_PROGRAMS,tax_credit,yes,no,Montana Elderly Homeowner/Renter Credit,"The Montana Elderly Homeowner/Renter Credit program is a property tax relief program that provides a refundable income tax credit of up to $1,150.",Montana Department of Revenue,,medium,https://revenue.mt.gov/property/property-tax-help/montana-elderly-homeowner-renter-credit,https://tap.dor.mt.gov/,open,high,2025-12-01,Tax & property relief,Medium,Medium,Normal,MT
MT_DOR_PROGRAMS_LAND_VALUE_PTAP,2025-12-01,MT_DOR_PROGRAMS,property_tax_relief,yes,no,Land Value Property Tax Assistance Program,The Land Value Property Tax Assistance Program for Residential Property helps residential property owners if the value of their land is disproportionately higher than the value of their home or other buildings on their land and the land has,Montana Department of Revenue,,medium,https://revenuefiles.mt.gov/property/property-tax-help/land-value-property-tax-assistance-program,https://revenue.mt.gov/files/Forms/Land_Value_Property_Tax_Assistance_for_Residential_Property_Form_LVPTARP_2025-2026.pdf,open,high,2025-12-01,Tax & property relief,Medium,Medium,Normal,MT
MT_UNCLAIMED_MT_UNCLAIMED_MONTANA_TAP,2025-12-02,MT_UNCLAIMED,unclaimed_property_portal,yes,no,Montana Unclaimed Property Search (TransAction Portal),Search for unclaimed cash and property held by the Montana Department of Revenue and submit a free claim through the TransAction Portal (TAP).,Montana Department of Revenue,,medium,https://revenue.mt.gov/unclaimed-property/claims,https://tap.dor.mt.gov/?link=UCPSearch,open,high,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
MT_UNCLAIMED_MT_UNCLAIMED_NAUPA_MISSINGMONEY,2025-12-02,MT_UNCLAIMED,unclaimed_property_portal,no,yes,Nationwide Unclaimed Property Search (NAUPA & MissingMoney),Search for unclaimed property held by U.S. states and some Canadian provinces using the official NAUPA tools and MissingMoney multi-state search.,National Association of Unclaimed Property Administrators (NAUPA),,medium,https://unclaimed.org/search/,https://missingmoney.com/app/claim-search,open,high,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
MT_UNCLAIMED_MT_UNCLAIMED_PBGC_RETIREMENT,2025-12-02,MT_UNCLAIMED,unclaimed_pension_portal,no,yes,Unclaimed Retirement Benefits Search (PBGC),Search the PBGC database for unclaimed pension and retirement benefits from terminated private-sector plans where participants could not be located.,Pension Benefit Guaranty Corporation (PBGC),,medium,https://www.pbgc.gov/workers-retirees/find-unclaimed-retirement-benefits/search-unclaimed,https://www.pbgc.gov/workers-retirees/find-unclaimed-retirement-benefits/search-unclaimed,open,high,2025-12-02,Unclaimed money & refunds,Fast,Easy,Normal,MT
